Word,C1,C2,C3,C4,Frequency
赤胆忠心,赤,胆,忠,心,0.0445
乐不思蜀,乐,不,思,蜀,0.5486
挤眉弄眼,挤,眉,弄,眼,0.1705
满腹牢骚,满,腹,牢,骚,0.1334
铺张浪费,铺,张,浪,费,0.4003
含含糊糊,含,含,糊,糊,0.0741
白雪皑皑,白,雪,皑,皑,0.9118
自不量力,自,不,量,力,0.1705
互不相让,互,不,相,让,0.1631
汗如雨下,汗,如,雨,下,0.0741
冬去春来,冬,去,春,来,0.3558
宝刀不老,宝,刀,不,老,0.1557
微生物学,微,生,物,学,0.0667
运筹帷幄,运,筹,帷,幄,0.9118
人高马大,人,高,马,大,0.0815
四面楚歌,四,面,楚,歌,0.0667
物极必反,物,极,必,反,0.4744
歪歪扭扭,歪,歪,扭,扭,0.3706
和和气气,和,和,气,气,0.215
财大气粗,财,大,气,粗,0.3039
殖民主义,殖,民,主,义,0.1334
功成身退,功,成,身,退,0.1779
地动山摇,地,动,山,摇,0.1705
殚精竭虑,殚,精,竭,虑,0.1186
沽名钓誉,沽,名,钓,誉,0.8673
喜气洋洋,喜,气,洋,洋,3.0615
飘洋过海,飘,洋,过,海,0.2076
君主立宪,君,主,立,宪,0.0519
教条主义,教,条,主,义,0.0667
鼎力相助,鼎,力,相,助,0.1186
身心交瘁,身,心,交,瘁,0.089
推陈出新,推,陈,出,新,0.2743
喜结良缘,喜,结,良,缘,0.2076
盛情难却,盛,情,难,却,0.0371
隔三差五,隔,三,差,五,0.7339
耳听八方,耳,听,八,方,0.0593
重任在肩,重,任,在,肩,0.0371
教书育人,教,书,育,人,0.0519
大片大片,大,片,大,片,0.0371
点头哈腰,点,头,哈,腰,0.2595
扬长避短,扬,长,避,短,0.3039
文质彬彬,文,质,彬,彬,0.0667
脍炙人口,脍,炙,人,口,0.2669
魔高一丈,魔,高,一,丈,0.126
食古不化,食,古,不,化,0.0815
一概而论,一,概,而,论,0.0964
万全之策,万,全,之,策,0.0445
小巧玲珑,小,巧,玲,珑,0.0815
相映成辉,相,映,成,辉,0.0371
此消彼长,此,消,彼,长,0.215
美味可口,美,味,可,口,0.0519
苦口婆心,苦,口,婆,心,0.0519
谈天说地,谈,天,说,地,3.4099
灭绝人性,灭,绝,人,性,0.1038
义愤填膺,义,愤,填,膺,0.3929
同床异梦,同,床,异,梦,0.1631
一言九鼎,一,言,九,鼎,6.3603
切肤之痛,切,肤,之,痛,0.1927
言传身教,言,传,身,教,0.0519
舞文弄墨,舞,文,弄,墨,0.0741
风尘仆仆,风,尘,仆,仆,0.4596
青红皂白,青,红,皂,白,0.2001
七老八十,七,老,八,十,0.1557
卓有成效,卓,有,成,效,0.0445
输油管线,输,油,管,线,0.0371
聚苯乙烯,聚,苯,乙,烯,0.0445
听而不闻,听,而,不,闻,0.0964
天之骄子,天,之,骄,子,6.1898
冷言冷语,冷,言,冷,语,0.3113
戛然而止,戛,然,而,止,0.4744
古色古香,古,色,古,香,0.5337
笑容可掬,笑,容,可,掬,0.1186
班门弄斧,班,门,弄,斧,0.089
洋洋自得,洋,洋,自,得,0.0445
铿锵有力,铿,锵,有,力,0.1186
郑重其事,郑,重,其,事,0.1705
名噪一时,名,噪,一,时,0.0593
诗情画意,诗,情,画,意,0.6523
画龙点睛,画,龙,点,睛,0.5115
先声夺人,先,声,夺,人,0.0741
平分秋色,平,分,秋,色,0.0964
奋发图强,奋,发,图,强,0.5782
甲状腺素,甲,状,腺,素,0.1186
插翅难飞,插,翅,难,飞,0.0519
一蹴而就,一,蹴,而,就,0.2372
络绎不绝,络,绎,不,绝,1.0452
一墙之隔,一,墙,之,隔,0.0667
津津有味,津,津,有,味,1.6308
刀光剑影,刀,光,剑,影,0.2224
亚硝酸盐,亚,硝,酸,盐,0.6227
踌躇不前,踌,躇,不,前,0.0593
荣辱与共,荣,辱,与,共,0.1631
急中生智,急,中,生,智,0.4299
恋恋不舍,恋,恋,不,舍,1.3936
字斟句酌,字,斟,句,酌,0.0815
动人心弦,动,人,心,弦,0.1853
一望无垠,一,望,无,垠,0.1112
泾渭分明,泾,渭,分,明,0.0964
固步自封,固,步,自,封,0.3558
一飞冲天,一,飞,冲,天,0.5189
从古至今,从,古,至,今,0.2891
欢天喜地,欢,天,喜,地,8.3173
独辟蹊径,独,辟,蹊,径,0.0964
颠沛流离,颠,沛,流,离,0.7265
自讨没趣,自,讨,没,趣,0.5115
大大方方,大,大,方,方,0.4893
鱼死网破,鱼,死,网,破,0.2001
勃勃生机,勃,勃,生,机,0.1038
地久天长,地,久,天,长,1.5196
流光溢彩,流,光,溢,彩,0.5411
事在人为,事,在,人,为,0.0593
假公济私,假,公,济,私,0.0741
大公无私,大,公,无,私,0.1705
腰椎间盘,腰,椎,间,盘,0.1557
养生之道,养,生,之,道,0.3558
味同嚼蜡,味,同,嚼,蜡,0.126
民不聊生,民,不,聊,生,0.3336
噼噼啪啪,噼,噼,啪,啪,0.2817
显山露水,显,山,露,水,0.0667
大雪纷飞,大,雪,纷,飞,0.5337
大义灭亲,大,义,灭,亲,0.0667
风吹雨打,风,吹,雨,打,0.6227
谋财害命,谋,财,害,命,0.1927
有机肥料,有,机,肥,料,0.0297
怦然心动,怦,然,心,动,1.2973
睚眦必报,睚,眦,必,报,0.0964
一年半载,一,年,半,载,0.1927
连续不断,连,续,不,断,0.3113
步履艰难,步,履,艰,难,0.0741
风雨飘摇,风,雨,飘,摇,0.1705
天女散花,天,女,散,花,0.1334
人声鼎沸,人,声,鼎,沸,0.2372
北回归线,北,回,归,线,0.0297
望而却步,望,而,却,步,0.3632
真真假假,真,真,假,假,0.0297
无米之炊,无,米,之,炊,0.1408
享乐主义,享,乐,主,义,0.1186
五光十色,五,光,十,色,0.4003
授受不亲,授,受,不,亲,0.0667
欲哭无泪,欲,哭,无,泪,2.9503
自寻短见,自,寻,短,见,0.0371
闻风而动,闻,风,而,动,0.0519
隐隐约约,隐,隐,约,约,0.8895
体育场馆,体,育,场,馆,0.0297
量力而行,量,力,而,行,0.6153
贻笑大方,贻,笑,大,方,0.089
近水楼台,近,水,楼,台,0.0297
遮天蔽日,遮,天,蔽,日,0.1483
潮涨潮落,潮,涨,潮,落,0.1927
泣不成声,泣,不,成,声,0.897
花花绿绿,花,花,绿,绿,0.467
待字闺中,待,字,闺,中,0.0593
吃里扒外,吃,里,扒,外,0.0964
鱼龙混杂,鱼,龙,混,杂,0.0371
瓜熟蒂落,瓜,熟,蒂,落,0.1038
千难万险,千,难,万,险,0.2446
空洞无物,空,洞,无,物,0.0519
粗枝大叶,粗,枝,大,叶,0.2891
扎扎实实,扎,扎,实,实,0.2298
大模大样,大,模,大,样,0.0593
寡廉鲜耻,寡,廉,鲜,耻,0.0593
博览群书,博,览,群,书,0.1631
百尺竿头,百,尺,竿,头,0.2372
含笑九泉,含,笑,九,泉,0.0297
雷厉风行,雷,厉,风,行,0.3855
招贤纳士,招,贤,纳,士,0.6894
丧尽天良,丧,尽,天,良,0.1408
徒劳无益,徒,劳,无,益,0.1557
横行无忌,横,行,无,忌,0.0667
慷慨陈词,慷,慨,陈,词,0.1705
猝不及防,猝,不,及,防,0.5041
踌躇满志,踌,躇,满,志,0.7709
大势已去,大,势,已,去,0.0964
广而告之,广,而,告,之,0.1927
逼上梁山,逼,上,梁,山,0.0593
环氧树脂,环,氧,树,脂,0.1186
清心寡欲,清,心,寡,欲,0.1631
风烛残年,风,烛,残,年,0.3558
不胜枚举,不,胜,枚,举,0.2372
水涨船高,水,涨,船,高,0.2965
招蜂引蝶,招,蜂,引,蝶,0.1927
姑息养奸,姑,息,养,奸,0.0519
安身立命,安,身,立,命,0.4299
哗啦哗啦,哗,啦,哗,啦,0.0371
马失前蹄,马,失,前,蹄,1.2676
日落而息,日,落,而,息,0.2001
深谋远虑,深,谋,远,虑,0.0445
有增无减,有,增,无,减,0.3558
半壁江山,半,壁,江,山,0.1853
尔虞我诈,尔,虞,我,诈,0.6523
看不上眼,看,不,上,眼,0.0741
循循善诱,循,循,善,诱,0.1186
先礼后兵,先,礼,后,兵,0.0593
乒乓球拍,乒,乓,球,拍,0.1112
精雕细琢,精,雕,细,琢,0.2001
高朋满座,高,朋,满,座,0.2817
顾虑重重,顾,虑,重,重,0.0371
评头品足,评,头,品,足,0.4003
生拉硬拽,生,拉,硬,拽,0.0667
地老天荒,地,老,天,荒,1.3936
争名夺利,争,名,夺,利,0.0964
跑前跑后,跑,前,跑,后,0.0297
刚愎自用,刚,愎,自,用,0.0371
旗开得胜,旗,开,得,胜,0.3188
败走麦城,败,走,麦,城,0.0741
面面相觑,面,面,相,觑,0.1705
不约而同,不,约,而,同,1.9199
过眼烟云,过,眼,烟,云,0.2891
深明大义,深,明,大,义,0.0741
藏污纳垢,藏,污,纳,垢,0.1483
难兄难弟,难,兄,难,弟,0.252
论资排辈,论,资,排,辈,0.2298
左邻右舍,左,邻,右,舍,0.2372
步履维艰,步,履,维,艰,0.1557
含糊其词,含,糊,其,词,0.0519
磨刀霍霍,磨,刀,霍,霍,0.0964
乒乓球台,乒,乓,球,台,0.0519
连绵不断,连,绵,不,断,1.0378
拍手叫好,拍,手,叫,好,0.0297
畅行无阻,畅,行,无,阻,0.0371
有声有色,有,声,有,色,0.4003
家徒四壁,家,徒,四,壁,0.089
有条有理,有,条,有,理,0.0371
历久弥新,历,久,弥,新,0.6227
心惊胆颤,心,惊,胆,颤,0.4077
天网恢恢,天,网,恢,恢,0.0297
不绝于耳,不,绝,于,耳,0.9044
赞叹不已,赞,叹,不,已,0.2001
各持己见,各,持,己,见,0.0297
绵绵不绝,绵,绵,不,绝,0.1779
当家做主,当,家,做,主,0.2224
拍案叫绝,拍,案,叫,绝,0.1334
绚丽多彩,绚,丽,多,彩,0.4744
多子多孙,多,子,多,孙,0.0297
嬉笑怒骂,嬉,笑,怒,骂,0.341
触景伤情,触,景,伤,情,0.2446
昭然若揭,昭,然,若,揭,0.0964
乐极生悲,乐,极,生,悲,0.5411
张三李四,张,三,李,四,0.0667
风水宝地,风,水,宝,地,0.1705
有识之士,有,识,之,士,0.1112
取之不尽,取,之,不,尽,0.2298
茹毛饮血,茹,毛,饮,血,0.0445
胆大心细,胆,大,心,细,0.1779
言不及义,言,不,及,义,0.0297
告老还乡,告,老,还,乡,0.1483
唯我独尊,唯,我,独,尊,0.0964
别有风味,别,有,风,味,0.2372
稳如泰山,稳,如,泰,山,0.1038
瞻前顾后,瞻,前,顾,后,0.7042
别无二致,别,无,二,致,0.0371
势不两立,势,不,两,立,0.2891
多劳多得,多,劳,多,得,0.2298
大包大揽,大,包,大,揽,0.0741
风格各异,风,格,各,异,0.0371
单刀赴会,单,刀,赴,会,0.0741
双喜临门,双,喜,临,门,0.0297
交相辉映,交,相,辉,映,0.2298
一手包办,一,手,包,办,0.126
和颜悦色,和,颜,悦,色,0.0445
返璞归真,返,璞,归,真,0.5115
防微杜渐,防,微,杜,渐,0.0964
身外之物,身,外,之,物,0.7487
凄凄惨惨,凄,凄,惨,惨,0.0297
婀娜多姿,婀,娜,多,姿,0.1927
孤掌难鸣,孤,掌,难,鸣,0.0445
笑脸相迎,笑,脸,相,迎,0.252
冰冻三尺,冰,冻,三,尺,0.4893
先天不足,先,天,不,足,0.2001
兵荒马乱,兵,荒,马,乱,0.4522
同工同酬,同,工,同,酬,0.0371
息息相通,息,息,相,通,0.0519
燃眉之急,燃,眉,之,急,0.1705
阳春白雪,阳,春,白,雪,0.1927
以柔克刚,以,柔,克,刚,0.1853
珠联璧合,珠,联,璧,合,0.1853
尽收眼底,尽,收,眼,底,0.4893
独占鳌头,独,占,鳌,头,0.1408
生搬硬套,生,搬,硬,套,0.0964
拍手称快,拍,手,称,快,0.089
荒山野岭,荒,山,野,岭,0.2224
相辅相成,相,辅,相,成,0.3188
娓娓道来,娓,娓,道,来,0.3188
声情并茂,声,情,并,茂,0.1483
铁面无私,铁,面,无,私,0.0741
唇齿相依,唇,齿,相,依,0.2224
崇山峻岭,崇,山,峻,岭,0.0297
众口一词,众,口,一,词,0.089
融会贯通,融,会,贯,通,0.1334
讳莫如深,讳,莫,如,深,0.1112
理直气壮,理,直,气,壮,2.4018
旷日持久,旷,日,持,久,0.0741
浅尝辄止,浅,尝,辄,止,0.1779
荡气回肠,荡,气,回,肠,0.1112
道高一尺,道,高,一,尺,0.089
引吭高歌,引,吭,高,歌,0.1853
黄粱一梦,黄,粱,一,梦,0.0297
起早贪黑,起,早,贪,黑,0.8451
门可罗雀,门,可,罗,雀,0.1483
细水长流,细,水,长,流,2.0385
老实巴交,老,实,巴,交,0.1483
作奸犯科,作,奸,犯,科,0.0371
早出晚归,早,出,晚,归,0.6597
争权夺利,争,权,夺,利,0.1038
身强体壮,身,强,体,壮,0.0519
红男绿女,红,男,绿,女,1.7198
食欲不振,食,欲,不,振,1.8162
眼高手低,眼,高,手,低,0.4448
坐井观天,坐,井,观,天,0.682
砸锅卖铁,砸,锅,卖,铁,0.0964
多事之秋,多,事,之,秋,0.2076
如数家珍,如,数,家,珍,0.0667
望眼欲穿,望,眼,欲,穿,0.7116
天灾人祸,天,灾,人,祸,0.0815
涂脂抹粉,涂,脂,抹,粉,0.0964
笑逐颜开,笑,逐,颜,开,0.2669
作恶多端,作,恶,多,端,0.0667
日出而作,日,出,而,作,0.2224
初见成效,初,见,成,效,0.0297
临危不惧,临,危,不,惧,0.0593
蜂拥而来,蜂,拥,而,来,0.0667
变废为宝,变,废,为,宝,0.252
客客气气,客,客,气,气,0.3113
毛毛糙糙,毛,毛,糙,糙,0.0741
豪言壮语,豪,言,壮,语,0.252
嫁祸于人,嫁,祸,于,人,0.1483
天长日久,天,长,日,久,0.0519
花花肠子,花,花,肠,子,0.2891
悔不当初,悔,不,当,初,0.5263
三五成群,三,五,成,群,0.2001
势单力薄,势,单,力,薄,0.1112
略胜一筹,略,胜,一,筹,0.1334
汹涌澎湃,汹,涌,澎,湃,0.3558
苦大仇深,苦,大,仇,深,0.1408
保守主义,保,守,主,义,0.0741
喜形于色,喜,形,于,色,0.1186
颤颤巍巍,颤,颤,巍,巍,0.2224
捶胸顿足,捶,胸,顿,足,0.4522
寻根究底,寻,根,究,底,0.0371
不惑之年,不,惑,之,年,0.0519
家长里短,家,长,里,短,0.8673
冥顽不灵,冥,顽,不,灵,0.0815
任人唯亲,任,人,唯,亲,0.0371
见所未见,见,所,未,见,0.0371
不辱使命,不,辱,使,命,0.0815
能屈能伸,能,屈,能,伸,0.5856
破烂不堪,破,烂,不,堪,0.0964
侃侃而谈,侃,侃,而,谈,0.4225
名垂千古,名,垂,千,古,0.0297
光宗耀祖,光,宗,耀,祖,0.1483
离乡背井,离,乡,背,井,0.0593
耳听为虚,耳,听,为,虚,0.0964
揭竿而起,揭,竿,而,起,0.0371
骄兵必败,骄,兵,必,败,0.0519
马拉松式,马,拉,松,式,0.1112
走马观花,走,马,观,花,0.4596
桀骜不驯,桀,骜,不,驯,0.2076
不祥之兆,不,祥,之,兆,0.1334
歪门邪道,歪,门,邪,道,0.1779
四平八稳,四,平,八,稳,0.2372
触类旁通,触,类,旁,通,0.1779
先人后己,先,人,后,己,0.0445
方方正正,方,方,正,正,0.2595
鞭长莫及,鞭,长,莫,及,0.1557
电热水壶,电,热,水,壶,0.0222
满坑满谷,满,坑,满,谷,0.0297
有所不为,有,所,不,为,0.1038
强弩之末,强,弩,之,末,0.0964
无为而治,无,为,而,治,0.1186
百废待兴,百,废,待,兴,0.0815
坐卧不安,坐,卧,不,安,0.0519
喜上眉梢,喜,上,眉,梢,0.0815
车水马龙,车,水,马,龙,1.3417
暖暖和和,暖,暖,和,和,0.1557
鱼目混珠,鱼,目,混,珠,0.0297
膘肥体壮,膘,肥,体,壮,0.0297
一病不起,一,病,不,起,0.0741
不容乐观,不,容,乐,观,0.0222
救苦救难,救,苦,救,难,0.1631
三番五次,三,番,五,次,0.0297
博大精深,博,大,精,深,0.7191
掷地有声,掷,地,有,声,0.0815
汗流满面,汗,流,满,面,0.0445
威风凛凛,威,风,凛,凛,0.1186
劳而无功,劳,而,无,功,0.0667
莫衷一是,莫,衷,一,是,0.0297
各行其道,各,行,其,道,0.0519
貌合神离,貌,合,神,离,0.1779
唯物主义,唯,物,主,义,0.2298
不卑不亢,不,卑,不,亢,1.1787
经久不息,经,久,不,息,0.089
入木三分,入,木,三,分,0.1408
万水千山,万,水,千,山,1.275
祖祖辈辈,祖,祖,辈,辈,0.1186
众星捧月,众,星,捧,月,0.2001
正气凛然,正,气,凛,然,0.0222
泪如泉涌,泪,如,泉,涌,0.2595
眉清目秀,眉,清,目,秀,0.3855
含饴弄孙,含,饴,弄,孙,0.0519
惊恐万状,惊,恐,万,状,0.0667
愣头愣脑,愣,头,愣,脑,0.0445
混水摸鱼,混,水,摸,鱼,0.0371
欺行霸市,欺,行,霸,市,0.0445
药到病除,药,到,病,除,0.1557
皮开肉绽,皮,开,肉,绽,0.1038
罪恶滔天,罪,恶,滔,天,0.1038
因地制宜,因,地,制,宜,0.1112
温暖如春,温,暖,如,春,0.252
各行其是,各,行,其,是,0.0222
四通八达,四,通,八,达,0.2595
各执一词,各,执,一,词,0.1038
不进则退,不,进,则,退,0.3781
相得益彰,相,得,益,彰,0.0593
军国主义,军,国,主,义,0.0519
互通有无,互,通,有,无,0.0519
千山万水,千,山,万,水,0.6004
改天换地,改,天,换,地,0.0222
一目十行,一,目,十,行,0.0593
欢欢喜喜,欢,欢,喜,喜,38.1542
有根有据,有,根,有,据,0.0815
宝贝疙瘩,宝,贝,疙,瘩,0.0815
闲情逸致,闲,情,逸,致,0.4744
有口皆碑,有,口,皆,碑,0.1483
真名实姓,真,名,实,姓,0.0222
蝇营狗苟,蝇,营,狗,苟,0.0519
不言不语,不,言,不,语,0.4299
自来水笔,自,来,水,笔,0.0222
夜不闭户,夜,不,闭,户,0.0667
有始无终,有,始,无,终,0.1334
泪如雨下,泪,如,雨,下,0.4374
金榜题名,金,榜,题,名,0.4893
百无禁忌,百,无,禁,忌,0.4003
可见一斑,可,见,一,斑,0.3188
小可怜儿,小,可,怜,儿,0.0519
善男信女,善,男,信,女,0.2001
年过半百,年,过,半,百,0.1927
与世长辞,与,世,长,辞,0.0815
因小失大,因,小,失,大,0.089
饮水思源,饮,水,思,源,0.2224
名不符实,名,不,符,实,0.126
果不其然,果,不,其,然,0.6746
中老年人,中,老,年,人,0.5708
白金汉郡,白,金,汉,郡,0.0445
名存实亡,名,存,实,亡,0.1631
一泻千里,一,泻,千,里,0.1186
零零碎碎,零,零,碎,碎,0.3484
念念有词,念,念,有,词,0.0297
为虎作伥,为,虎,作,伥,0.0741
哼哼哈哈,哼,哼,哈,哈,0.0297
倒行逆施,倒,行,逆,施,0.0371
食言而肥,食,言,而,肥,0.0297
倒挂金钟,倒,挂,金,钟,0.0222
拜金主义,拜,金,主,义,0.5634
抗坏血酸,抗,坏,血,酸,0.0371
一一列举,一,一,列,举,0.0741
千军万马,千,军,万,马,21.3714
嗟来之食,嗟,来,之,食,0.0445
忆苦思甜,忆,苦,思,甜,0.252
痛定思痛,痛,定,思,痛,0.5708
大惊失色,大,惊,失,色,0.4151
诸多不便,诸,多,不,便,0.1853
七七八八,七,七,八,八,0.808
牛头马面,牛,头,马,面,0.0593
默默无言,默,默,无,言,0.1334
有恃无恐,有,恃,无,恐,0.8599
成人之美,成,人,之,美,0.0371
得天独厚,得,天,独,厚,0.2372
痛快淋漓,痛,快,淋,漓,0.0593
手不释卷,手,不,释,卷,0.0222
循环往复,循,环,往,复,0.126
月黑风高,月,黑,风,高,0.2001
七窍生烟,七,窍,生,烟,1.8236
浓墨重彩,浓,墨,重,彩,0.2965
东跑西颠,东,跑,西,颠,0.0445
气绝身亡,气,绝,身,亡,0.0297
渺无人烟,渺,无,人,烟,0.0371
三足鼎立,三,足,鼎,立,0.0964
一般无二,一,般,无,二,0.0741
无可指责,无,可,指,责,0.0222
爱岗敬业,爱,岗,敬,业,0.0593
胸无大志,胸,无,大,志,0.2298
子子孙孙,子,子,孙,孙,0.1112
总负责人,总,负,责,人,0.0222
高风亮节,高,风,亮,节,0.0815
有头有尾,有,头,有,尾,0.0445
真知灼见,真,知,灼,见,0.1408
五谷丰登,五,谷,丰,登,0.0222
不甘寂寞,不,甘,寂,寞,0.2076
分庭抗礼,分,庭,抗,礼,0.0371
白发苍苍,白,发,苍,苍,0.3484
难以为继,难,以,为,继,0.126
总的来看,总,的,来,看,0.0222
声泪俱下,声,泪,俱,下,0.2965
功德无量,功,德,无,量,0.2298
学无止境,学,无,止,境,0.1112
长吁短叹,长,吁,短,叹,0.0445
繁花似锦,繁,花,似,锦,0.467
高深莫测,高,深,莫,测,0.2595
以理服人,以,理,服,人,0.089
百步穿杨,百,步,穿,杨,0.1186
愚公移山,愚,公,移,山,0.0297
授人以柄,授,人,以,柄,0.0222
如花似玉,如,花,似,玉,0.3188
才思敏捷,才,思,敏,捷,0.0519
二话没说,二,话,没,说,0.1186
宁为玉碎,宁,为,玉,碎,0.0222
推而广之,推,而,广,之,0.0519
秋高气爽,秋,高,气,爽,0.1557
老泪纵横,老,泪,纵,横,0.5486
三岔路口,三,岔,路,口,0.0593
字字句句,字,字,句,句,0.2891
正态分布,正,态,分,布,0.0445
望而生畏,望,而,生,畏,0.1557
心急火燎,心,急,火,燎,0.1483
凹凸不平,凹,凸,不,平,0.2076
大年初一,大,年,初,一,0.0815
同命相连,同,命,相,连,0.0815
负荆请罪,负,荆,请,罪,0.1408
节衣缩食,节,衣,缩,食,0.1557
浩浩荡荡,浩,浩,荡,荡,0.9711
旁征博引,旁,征,博,引,0.0741
借题发挥,借,题,发,挥,0.1557
神乎其神,神,乎,其,神,0.1038
高歌猛进,高,歌,猛,进,0.0445
长幼有序,长,幼,有,序,0.0371
问长问短,问,长,问,短,0.1557
童心未泯,童,心,未,泯,1.0675
攻无不克,攻,无,不,克,0.4151
保护主义,保,护,主,义,0.089
必由之路,必,由,之,路,0.1334
仪态万方,仪,态,万,方,0.0519
祸起萧墙,祸,起,萧,墙,0.0297
其貌不扬,其,貌,不,扬,0.2224
不过尔尔,不,过,尔,尔,0.1853
一无所长,一,无,所,长,0.0741
声色俱厉,声,色,俱,厉,0.0815
寓教于乐,寓,教,于,乐,0.1334
异彩纷呈,异,彩,纷,呈,0.1483
何足挂齿,何,足,挂,齿,0.0371
长眠不醒,长,眠,不,醒,0.0815
约定俗成,约,定,俗,成,0.1408
锱铢必较,锱,铢,必,较,0.1112
发人深思,发,人,深,思,0.1408
留连忘返,留,连,忘,返,0.0519
阴雨连绵,阴,雨,连,绵,0.7191
俯拾皆是,俯,拾,皆,是,0.0371
好逸恶劳,好,逸,恶,劳,0.2224
人心不古,人,心,不,古,0.1483
非营利性,非,营,利,性,0.0222
汇聚一堂,汇,聚,一,堂,0.0741
头昏脑涨,头,昏,脑,涨,0.341
阳奉阴违,阳,奉,阴,违,0.126
乡土气息,乡,土,气,息,0.4374
影影绰绰,影,影,绰,绰,0.1408
盛极一时,盛,极,一,时,0.0371
错落有致,错,落,有,致,0.5708
体体面面,体,体,面,面,0.0297
吃闭门羹,吃,闭,门,羹,0.0593
一脉相承,一,脉,相,承,0.1408
狼心狗肺,狼,心,狗,肺,0.7116
休戚相关,休,戚,相,关,0.0222
振聋发聩,振,聋,发,聩,0.1112
骂骂咧咧,骂,骂,咧,咧,0.3188
坚强不屈,坚,强,不,屈,0.0371
黑不溜秋,黑,不,溜,秋,0.1631
留有余地,留,有,余,地,0.0593
沉鱼落雁,沉,鱼,落,雁,0.5411
如临大敌,如,临,大,敌,0.1483
流水作业,流,水,作,业,0.0297
琳琅满目,琳,琅,满,目,0.7858
以身殉职,以,身,殉,职,0.0297
养兵千日,养,兵,千,日,0.0445
忽闪忽闪,忽,闪,忽,闪,0.0519
好戏连台,好,戏,连,台,0.0297
公正无私,公,正,无,私,0.0297
顾此失彼,顾,此,失,彼,0.2001
因噎废食,因,噎,废,食,0.0593
无所不包,无,所,不,包,0.0371
漫山遍野,漫,山,遍,野,0.0519
挥洒自如,挥,洒,自,如,0.0593
父老兄弟,父,老,兄,弟,0.0519
